ComunidadID,PreguntaID,Pregunta,A,B,C,D
AND2023,144,"Si Antonio tuviese prescrita una medicación o fluidoterapia intravenosa con
fármacos o fluidos con un pH menor de 5 ó mayor de 9, según la guía FASE para la
prevención de infecciones asociadas al uso de dispositivos venosos de la
Estrategia de Cuidados de Andalucía, ¿qué tipo de vía venosa debería canalizarse?",Vía venosa periférica.,Vía venosa central de acceso periférico.,Vía venosa central.,Las respuestas B) y C) son correctas.
AND2023,145,"Para la fijación de la vía venosa periférica de Antonio, siguiendo las indicaciones
de la guía FASE antes referida, se ha empleado un apósito transparente
semipermeable estéril. Salvo que se encuentre visiblemente sucio, húmedo o
despegado este apósito debe cambiarlo la enfermera referente en planta de
hospitalización cada:",Una vez en semana.,72 horas.,48 horas.,"24 horas.
Página 29 de 32"
AND2023,146,"Al ingresar Antonio en la planta de traumatología tras la intervención, la enfermera
durante la valoración inicial realiza una valoración del riesgo de desarrollar úlceras
por presión. Para ello, y al objeto de apoyar el juicio clínico, utilizó la escala Norton
Modificada obteniendo una puntuación de 10. Esta puntuación está indicando a la
enfermera que, en la situación actual, Antonio presenta un riesgo de desarrollo de
úlceras por presión:",Riesgo nulo.,Riesgo mínimo.,Riesgo evidente.,Riesgo alto.
AND2023,147,"Durante el proceso de hospitalización, todos los profesionales implicados en la
atención al paciente tienen la obligación de garantizar la seguridad del proceso, a
fin de evitar en la medida de lo posible la aparición de algún evento adverso que
pueda causar daño al paciente. En este sentido, en el caso de Antonio, por ser el
tipo de evento más notificado descrito en el Informe del Sistema de notificación de
incidentes y aprendizaje para la seguridad del paciente de Andalucía NOTIFICA_SP,
de la Estrategia de Seguridad del paciente del SSPA, la enfermera referente debería
estar especialmente atenta a los posibles eventos relacionados con:",Proceso asistencial o procedimiento clínico.,Caídas.,"Medicación, fluidos intravenosos o productos sanitarios.",Infección asociada a la asistencia sanitaria.
AND2023,148,"Durante su estancia en planta, Antonio desarrolla síntomas compatibles con una
posible infección por virus SARS-CoV-2, que se confirma, por lo que es trasladado
a una habitación de aislamiento. Si esto ha ocurrido con un nivel de alerta
epidemiológica 3-4, según las recomendaciones para el acompañamiento de los
pacientes en los centros sanitarios públicos de Andalucía, Antonio podrá tener un
acompañante en la habitación:",Nunca mientras dure la alerta epidemiológica en niveles 3-4.,"Nunca durante el periodo en que Antonio sea contagioso, determinado por analítica.","Siempre, como cualquier otro paciente.","Siempre, pero como acompañamiento terapéutico consensuado con el equipo de salud
que le atiende."
AND2023,149,"El sexto día de su estancia en el hospital, Antonio tiene problemas con la prótesis
de cadera que le han colocado, hasta el punto de necesitar una reintervención de
cadera derecha. Para esta reintervención la enfermera debe realizar la preparación
del campo quirúrgico para prevenir infecciones. Esta preparación deberá hacerla
con:",Clorhexidina alcohólica.,Povidona yodada.,Povidona yodada alcohólica.,"Alcohol al 70%.
Página 30 de 32"
AND2023,150,"Durante la atención del paciente en el servicio de urgencias se le realizó una
prueba complementaria, para lo que se pidió a su cuidadora Gloria, poseedora de la
Tarjeta +Cuidado, que saliese de la sala mientras el médico y la enfermera le
realizan la prueba complementaria. Esta indicación de salir de la sala de trabajo se
puede considerar:",Correcta si se trata de una prueba cruenta.,"Correcta al disminuir la tensión de los profesionales y haber mayor probabilidad de
éxito en la realización de la prueba.","Incorrecta al poseer el acompañante familiar la Tarjeta +Cuidado que habilita para el
acompañamiento en urgencias, incluso durante la realización de pruebas
complementarias.","Incorrecta ya que no se puede pedir al acompañante que salga de la sala de trabajo.
Página 31 de 32
SAS_ENFERMERO/A 2023 / CUESTIONARIO
TURNO LIBRE RESERVA"
AND2023,151,"La quimioprofilaxis con ácido fólico en mujeres que quieren planificar un
embarazo, se considera una medida de prevención:",Primaria.,Secundaria.,Terciaria.,Cuaternaria.
AND2023,152,"¿Qué grupo de población se incluye en la cartera de servicios susceptibles de
recibir, si lo precisan, atención domiciliaria?",Personas inmovilizadas.,Cuidadores del paciente inmovilizado.,Residentes en instituciones.,Todas son correctas.
AND2023,153,¿Cuál de las siguientes hormonas se produce en la neurohipófisis?,Oxitocina.,FSH.,LH.,"Prolactina.
Página 32 de 32

INSTRUCCIONES PARA LAS PERSONAS OPOSITORAS:
Las personas opositoras están obligadas a colaborar en el correcto desarrollo del examen
cumpliendo las siguientes instrucciones; en caso contrario nos veríamos obligados a pedirle que
abandone el examen.
EL INCUMPLIMIENTO DE LAS INSTRUCCIONES QUE A CONTINUACIÓN LE DETALLAMOS
SUPONDRÁ LA EXPULSIÓN DEL PROCESO.
SOBRE LA UTILIZACIÓN DE TELÉFONOS MÓVILES Y OTROS DISPOSITIVOS ELECTRÓNICOS:
ESTÁ PROHIBIDA LA ENTRADA AL AULA Y PUESTO DE EXAMEN con TELÉFONO MÓVIL
(o cualquier otro dispositivo electrónico conectado a datos).
En caso de que necesite algún dispositivo electrónico por tema médico o relacionado con
medidas de seguridad en el ámbito de la violencia de género, informe de ello a su entrada
en el aula, y le indicarán qué instrucciones específicas debe seguir.
SI SE LE HUBIERA OLVIDADO DEJAR EL MÓVIL EN CASA O A UN ACOMPAÑANTE,
TIENE QUE PONERLO EN CONOCIMIENTO Y ENTREGÁRSELO A LOS RESPONSABLES
DEL AULA, QUE LO CUSTODIARÁN HASTA FINALIZAR SU PRUEBA:
Para ello le entregarán un sobre con autopegado, en el que deberá escribir su DNI, nombre
y apellidos, introducir el dispositivo apagado en el sobre, cerrarlo y dejarlo claramente visible
en su mesa de examen para que, antes del inicio del reparto de los cuadernillos de examen,
sea depositado por las personas de la organización en la mesa del responsable del aula.
Finalizada la prueba, podrá recoger su móvil tras la presentación de su DNI.
SOBRE EL CORRECTO DESARROLLO DE LA PRUEBA:
ENCIMA DE LA MESA DE EXAMEN SÓLO PUEDEN ESTAR su documento identificativo
(DNI, pasaporte), el cuadernillo de examen y la hoja de respuesta que se le entreguen, el/
los bolígrafo/s y, en su caso, una botella de agua y caramelos. Los enseres personales,
como bolsos, carteras, mochilas, etc., debe colocarlos en el suelo, a sus pies.
ESTÁ TOTALMENTE PROHIBIDO CUALQUIER TIPO DE COMUNICACIÓN ENTRE LAS
PERSONAS OPOSITORAS Y ENTRE ÉSTAS Y EL EXTERIOR, ASÍ COMO EL USO Y
TENENCIA DE DISPOSITIVOS MÓVILES.
NO ESTÁ PERMITIDO LEVANTARSE DEL ASIENTO NI SALIR DEL AULA EN NINGUNA
CIRCUNSTANCIA HASTA EL MOMENTO EN QUE SE INICIE EL EJERCICIO. Después,
podrá ir al baño, siempre acompañado por uno de los vigilantes del aula.
SOBRE EL CONTENIDO DEL CUADERNILLO DE EXAMEN:
Iniciada la prueba, si observa alguna anomalía en la impresión del cuadernillo, levante la
mano y, cuando le atiendan, solicite su sustitución.
Si entiende que existen preguntas confusas, incorrectamente formuladas o con respuestas
erróneas, LE RECORDAMOS QUE LA/S ALEGACIÓN/ES A LA/S PREGUNTA/S HA DE
REALIZARSE A TRAVES DE LA V.E.C. EN LOS TRES DIAS HÁBILES SIGUIENTES A
LA REALIZACIÓN DEL EXAMEN.
NO ESTÁ PERMITIDO INTERRUMPIR EL CORRECTO DESARROLLO DEL
EXAMEN.
ANTE CUALQUIER CUESTIÓN O INCIDENCIA QUE TENGA, LEVANTE LA
MANO Y ESPERE SENTADO/A Y EN SILENCIO A QUE LE ATIENDAN LAS
PERSONAS QUE ESTAN VIGILANDO EL DESARROLLO DE LA PRUEBA."
ARA2022,1,"Sefiale la respuesta INCORRECTA. La Ley 39/2015, de 1 de octubre, del Procedimiento
- Administrativo Comtn de las Administraciones Publicas, se aplica a: .",Los partidos politicos y las organizaciones sindicales.,La Administracién General del.Estado.,Las Administraciones de las Comunidades Aut6nomas.,Las Entidades que integran la Administraci6n Local.
ARA2022,2,"Conforme a la Orden SAN/441/2021, de 27 de abril, por la que se distribuyen funciones y
responsabilidades en materia de prevencién de riesgos laborales entre los diferentes
érganos del Servicio Aragonés de Salud, fa aprobacién del Plan de Prevencion de Riesgos
Laborales del Servicio Aragonés de Salud corresponde a:","La Direccién de Area de Coordinacién Asistencial.
) La Direccién de Area de Obras, Instalaciones y Equipamientos del SALUD.
* C) La Direccién de Area de Recursos Humanos.
~ D) La Direccién Gerencia del Servicio Aragonés Salud.

3.- Conforme al articulo. 27 del Decreto 174/2010, de 21 de septiembre, del Gobierno de
Aragon, por el que se aprueba la estructura y funcionamiento de las areas y sectores del
Sistema de Salud de Aragon, el Gerente del Sector sera designado por:
A) El Presidente del Gobierno de Aragon.",El Gobierno de Aragén.,El titular del Departamento responsable en materia de Salud.,El Gerente del. Servicio Aragonés de Salud.
ARA2022,4,"“Conforme al articulo 43 de la Ley 55/2003, de 16 de diciembre, de! Estatuto Marco del
personal estatutario de los servicios de salud, el complemento destinado a retribuir las
. condiciones particulares de algunos puestos en atencién a su especial dificultad técnica,
dedicaci6n, responsabilidad, incompatibilidad, peligrosidad o penosidad, se denomina:",. Complemento de destino. ;,Complementc especifico. _,Complemento de productividad.,"Complemento de atencién continuada.

5,- Conforme ai-articulo 9 de la Ley 9/2013, de 28 de noviembre, de Autoridad de

Profesionales del Sistema Sanitario y. de Servicios Sociales Publicos de Aragén, el .
departamento competente en materia de sanidad y asuntos sociales desarrollara medidas

. para apoyar a las profesionales victimas de violencia, EXCEPTO:
A) El apoyo psicoldgico y médico necesario cuando asi lo requieran.
B) La proteccién necesaria para que se garantice su derecho a la intimidad.
_C) La asistencia necesaria para los profesionales que puedan ser victimas de violencia,
- desde su solicitud y durante todo el proceso. ;
D) La calidad permanente en los servicios de atencién especializada."
ARA2022,6,"Conforme al articulo 37 de la Ley 55/2003, de 16 de diciembre, del Estatuto Marco del

personal estatutario de los.servicios de salud, cuando de un procedimiento de movilidad °

voluntaria se derive un cambio en el Servicio de Salud de destino, el plazo de la toma de
posesion sera de: ,",Tres dias a ‘contar desde el dia del cese en el destino anterior.’,Quince dias a contar desde ei dia del cese en el destino anterior.,Treinta dias a contar desde el dia del cese en el destino anterior.,"Un mes a contar desde el dia del cese en el destino anterior,

!

ENF - 4"
ARA2022,7,"De conformidad con la Ley 4/2018, de 19 de. abril, de Identidad y Expresién de Género e
Igualdad Social y no Discriminacién de la Comunidad Aut6noma de Aragon, la identidad

sexual o de género se define como:","La vivencia interna e individual del género tal y como. cada persona la siente y
autodetermina.",La definida por terceros.,El sexo asignado al momento del nacimiento.,La que figura en el Documento Nacional de Identidad u otro documento equivalente.
ARA2022,8,"El Estatuto de Autonomia de Aragon, aprobado por la Ley Organica 5/2007, de 20 de
abril, establece que 1a Seguridad. Social, a-excepcion de las normas que configuran su
régimen econémico, es una competencia:",Exclusiva.,Ejecutiva. ;,"Compartida. . - ‘
.D) Basica. ; .

9.- Conforme al articulo 9 de la Ley 6/2002, de 15 de abril, de Salud de Aragon, cual de los

siguientes supuestos es INCORRECTO:

A) El titular con derecho a la informacién clinica es el paciente. .
B) El titular con derecho a la informacién clinica es el paciente y los familiares rs) > personas .
allegadas cuando preste su conformidad de forma explicita.
C) Si el médico responsable de la asistencia considera que el paciente no se encuentra en
condiciones de recibir la informacién debido a-su-estado fisico o psiquico, debera ponerla
en conocimiento de los familiares o personas allegadas al paciente.","En el supuesto de. incapacidad del paciente, este no debe ser informado,"
